0.00.031.958 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.032.347 W srv  llama_server: -----------------
0.00.032.349 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.032.349 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.032.349 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.032.349 W srv  llama_server: -----------------
0.00.033.583 I srv    load_model: loading model '/root/models/Qwen3.8-27B-Q8_0.gguf'
0.00.033.676 W common_fit_params: failed to fit params to free device memory: llama_params_fit is not implemented for SPLIT_MODE_TENSOR, abort
0.00.465.707 W model has unused tensor blk.64.attn_norm.weight (size = 20480 bytes) -- ignoring
0.00.465.727 W model has unused tensor blk.64.post_attention_norm.weight (size = 20480 bytes) -- ignoring
0.00.465.736 W model has unused tensor blk.64.attn_q.weight (size = 66846720 bytes) -- ignoring
0.00.465.740 W model has unused tensor blk.64.attn_k.weight (size = 5570560 bytes) -- ignoring
0.00.465.743 W model has unused tensor blk.64.attn_v.weight (size = 5570560 bytes) -- ignoring
0.00.465.754 W model has unused tensor blk.64.attn_output.weight (size = 33423360 bytes) -- ignoring
0.00.465.757 W model has unused tensor blk.64.attn_q_norm.weight (size = 1024 bytes) -- ignoring
0.00.465.760 W model has unused tensor blk.64.attn_k_norm.weight (size = 1024 bytes) -- ignoring
0.00.465.763 W model has unused tensor blk.64.ffn_gate.weight (size = 94699520 bytes) -- ignoring
0.00.465.766 W model has unused tensor blk.64.ffn_down.weight (size = 94699520 bytes) -- ignoring
0.00.465.769 W model has unused tensor blk.64.ffn_up.weight (size = 94699520 bytes) -- ignoring
0.00.465.774 W model has unused tensor blk.64.nextn.eh_proj.weight (size = 55705600 bytes) -- ignoring
0.00.465.778 W model has unused tensor blk.64.nextn.enorm.weight (size = 20480 bytes) -- ignoring
0.00.465.781 W model has unused tensor blk.64.nextn.hnorm.weight (size = 20480 bytes) -- ignoring
0.00.465.790 W model has unused tensor blk.64.nextn.shared_head_norm.weight (size = 20480 bytes) -- ignoring
[shexp-split] splitting shared experts across the TP group (LLAMA_SHEXP_SPLIT=0 to disable)
0.01.287.563 W q8_repack: repacking q8_0 tensors on device 0 (first: blk.0.attn_qkv.weight, 13926400 bytes)
0.01.304.626 W q8_repack: repacking q8_0 tensors on device 1 (first: blk.0.attn_qkv.weight, 13926400 bytes)
0.01.310.230 W q8_repack: repacking q8_0 tensors on device 2 (first: blk.0.attn_qkv.weight, 13926400 bytes)
0.01.317.139 W q8_repack: repacking q8_0 tensors on device 3 (first: blk.0.attn_qkv.weight, 13926400 bytes)
0.10.121.100 I cmn          init: llama threadpool init, n_threads = 28
0.10.121.155 W cmn  common_init_: KV cache shifting is not supported for this context, disabling KV cache shifting
0.10.622.394 W seq_rm: refusing rollback seq 0: pending=0 (rs_idx=0 target=-1) rollback=1 limit=0
0.10.636.797 I srv    load_model: initializing, n_slots = 8, n_ctx_slot = 32768, kv_unified = 'false'
0.10.642.565 W srv          init: chat template supports preserving reasoning, it is enabled by default (may use more tokens, disable via --no-reasoning-preserve)
0.10.642.609 I srv  llama_server: model loaded
0.10.642.612 I srv  llama_server: listening on http://127.0.0.1:8091
0.11.287.865 I slot get_availabl: id  7 | task -1 | selected slot by LRU, t_last = -1
0.11.287.932 I slot launch_slot_: id  7 | task 0 | processing task, is_child = 0
0.16.060.797 I slot print_timing: id  7 | task 0 | prompt processing, n_tokens =   8192, progress = 0.30, t =   4.77 s / 1716.38 tokens per second
0.17.666.320 I slot print_timing: id  7 | task 0 | prompt processing, n_tokens =  10240, progress = 0.38, t =   6.38 s / 1605.43 tokens per second
0.19.360.791 I slot print_timing: id  7 | task 0 | prompt processing, n_tokens =  12288, progress = 0.45, t =   8.07 s / 1522.14 tokens per second
0.21.153.692 I slot print_timing: id  7 | task 0 | prompt processing, n_tokens =  14336, progress = 0.53, t =   9.87 s / 1453.11 tokens per second
0.22.961.857 I slot print_timing: id  7 | task 0 | prompt processing, n_tokens =  16384, progress = 0.61, t =  11.67 s / 1403.47 tokens per second
0.24.824.699 I slot get_availabl: id  6 | task -1 | selected slot by LRU, t_last = -1
0.24.824.750 I slot launch_slot_: id  6 | task 10 | processing task, is_child = 0
0.28.301.517 I slot get_availabl: id  5 | task -1 | selected slot by LRU, t_last = -1
0.28.301.568 I slot launch_slot_: id  5 | task 15 | processing task, is_child = 0
0.32.920.931 I slot print_timing: id  5 | task 15 | prompt processing, n_tokens =   2048, progress = 0.08, t =   4.62 s / 443.35 tokens per second
0.33.000.897 I slot print_timing: id  5 | task 15 | prompt processing, n_tokens =   4096, progress = 0.15, t =   4.70 s / 871.62 tokens per second
0.33.171.316 I slot print_timing: id  5 | task 15 | prompt processing, n_tokens =   6144, progress = 0.23, t =   4.87 s / 1261.67 tokens per second
0.34.530.149 I slot print_timing: id  5 | task 15 | prompt processing, n_tokens =   8192, progress = 0.31, t =   6.23 s / 1315.23 tokens per second
0.35.946.077 I slot get_availabl: id  4 | task -1 | selected slot by LRU, t_last = -1
0.35.946.122 I slot launch_slot_: id  4 | task 21 | processing task, is_child = 0
0.40.804.356 I slot print_timing: id  4 | task 21 | prompt processing, n_tokens =   2048, progress = 0.08, t =   4.86 s / 421.55 tokens per second
0.40.879.967 I slot print_timing: id  4 | task 21 | prompt processing, n_tokens =   4096, progress = 0.15, t =   4.93 s / 830.19 tokens per second
0.41.054.720 I slot print_timing: id  4 | task 21 | prompt processing, n_tokens =   6144, progress = 0.23, t =   5.11 s / 1202.68 tokens per second
0.42.414.065 I slot print_timing: id  4 | task 21 | prompt processing, n_tokens =   8192, progress = 0.30, t =   6.47 s / 1266.56 tokens per second
0.43.830.432 I slot print_timing: id  4 | task 21 | prompt processing, n_tokens =  10240, progress = 0.38, t =   7.88 s / 1298.79 tokens per second
0.45.589.826 I slot print_timing: id  4 | task 21 | prompt processing, n_tokens =  12288, progress = 0.45, t =   9.64 s / 1274.20 tokens per second
0.47.099.788 I slot print_timing: id  4 | task 21 | prompt processing, n_tokens =  14336, progress = 0.53, t =  11.15 s / 1285.32 tokens per second
0.48.648.542 I slot print_timing: id  4 | task 21 | prompt processing, n_tokens =  16384, progress = 0.61, t =  12.70 s / 1289.84 tokens per second
0.54.052.168 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
0.54.052.218 I slot launch_slot_: id  3 | task 31 | processing task, is_child = 0
0.57.532.325 I slot print_timing: id  3 | task 31 | prompt processing, n_tokens =   8192, progress = 0.30, t =   3.48 s / 2353.97 tokens per second
0.58.949.781 I slot print_timing: id  3 | task 31 | prompt processing, n_tokens =  10240, progress = 0.38, t =   4.90 s / 2090.85 tokens per second
1.00.710.515 I slot print_timing: id  3 | task 31 | prompt processing, n_tokens =  12288, progress = 0.45, t =   6.66 s / 1845.52 tokens per second
1.02.222.474 I slot print_timing: id  3 | task 31 | prompt processing, n_tokens =  14336, progress = 0.53, t =   8.17 s / 1754.66 tokens per second
1.03.772.440 I slot print_timing: id  3 | task 31 | prompt processing, n_tokens =  16384, progress = 0.61, t =   9.72 s / 1685.56 tokens per second
1.09.030.020 I slot print_timing: id  3 | task 31 | prompt processing, n_tokens =  18432, progress = 0.68, t =  14.98 s / 1230.62 tokens per second
1.09.117.553 I slot print_timing: id  3 | task 31 | prompt processing, n_tokens =  20480, progress = 0.76, t =  15.07 s / 1359.41 tokens per second
1.12.785.686 I slot print_timing: id  3 | task 31 | prompt processing, n_tokens =  22528, progress = 0.83, t =  18.73 s / 1202.56 tokens per second
1.12.875.059 I slot print_timing: id  3 | task 31 | prompt processing, n_tokens =  24576, progress = 0.91, t =  18.82 s / 1305.65 tokens per second
1.12.875.102 I slot print_timing: id  4 | task 21 | prompt processing, n_tokens =  18432, progress = 0.68, t =  18.11 s / 1018.00 tokens per second
1.17.658.757 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = -1
1.17.658.808 I slot launch_slot_: id  2 | task 45 | processing task, is_child = 0
1.18.801.399 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = -1
1.18.801.450 I slot launch_slot_: id  1 | task 47 | processing task, is_child = 0
1.21.957.768 I slot print_timing: id  1 | task 47 | prompt processing, n_tokens =   8192, progress = 0.29, t =   3.16 s / 2595.45 tokens per second
1.23.375.954 I slot print_timing: id  1 | task 47 | prompt processing, n_tokens =  10240, progress = 0.36, t =   4.57 s / 2238.51 tokens per second
1.25.137.459 I slot print_timing: id  1 | task 47 | prompt processing, n_tokens =  12288, progress = 0.43, t =   6.34 s / 1939.40 tokens per second
1.26.649.350 I slot print_timing: id  1 | task 47 | prompt processing, n_tokens =  14336, progress = 0.50, t =   7.85 s / 1826.74 tokens per second
1.28.200.001 I slot print_timing: id  1 | task 47 | prompt processing, n_tokens =  16384, progress = 0.58, t =   9.40 s / 1743.25 tokens per second
1.30.110.318 I slot print_timing: id  1 | task 47 | prompt processing, n_tokens =  18432, progress = 0.65, t =  11.31 s / 1629.88 tokens per second
1.31.740.712 I slot print_timing: id  1 | task 47 | prompt processing, n_tokens =  20480, progress = 0.72, t =  12.94 s / 1582.78 tokens per second
1.33.409.899 I slot print_timing: id  1 | task 47 | prompt processing, n_tokens =  22528, progress = 0.79, t =  14.61 s / 1542.12 tokens per second
1.35.447.324 I slot print_timing: id  1 | task 47 | prompt processing, n_tokens =  24576, progress = 0.86, t =  16.65 s / 1476.40 tokens per second
1.41.541.847 I slot print_timing: id  1 | task 47 | prompt processing, n_tokens =  26411, progress = 0.93, t =  22.74 s / 1161.41 tokens per second
1.43.237.193 I slot print_timing: id  2 | task 45 | prompt processing, n_tokens =   2261, progress = 0.08, t =  23.88 s / 94.67 tokens per second
1.43.427.630 I slot print_timing: id  1 | task 47 | prompt processing, n_tokens =  28455, progress = 1.00, t =  24.63 s / 1155.48 tokens per second
1.45.523.901 I slot print_timing: id  2 | task 45 | prompt processing, n_tokens =   2265, progress = 0.08, t =  25.77 s / 87.90 tokens per second
1.47.213.788 I slot print_timing: id  2 | task 45 | prompt processing, n_tokens =   4309, progress = 0.16, t =  29.55 s / 145.80 tokens per second
1.48.967.325 I slot print_timing: id  2 | task 45 | prompt processing, n_tokens =   6356, progress = 0.24, t =  31.31 s / 203.02 tokens per second
1.50.732.375 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
1.50.732.422 I slot launch_slot_: id  0 | task 65 | processing task, is_child = 0
1.54.011.685 I slot print_timing: id  0 | task 65 | prompt processing, n_tokens =   4094, progress = 0.15, t =   3.28 s / 1248.69 tokens per second
1.55.697.180 I slot print_timing: id  0 | task 65 | prompt processing, n_tokens =   6141, progress = 0.23, t =   4.96 s / 1237.08 tokens per second
1.57.426.159 I slot print_timing: id  0 | task 65 | prompt processing, n_tokens =   8188, progress = 0.31, t =   6.69 s / 1223.35 tokens per second
1.59.237.359 I slot print_timing: id  0 | task 65 | prompt processing, n_tokens =  10235, progress = 0.38, t =   8.50 s / 1203.51 tokens per second
